timestamp,ax,ay,az
1629894289781,-0.53125,0.0625,0.828125
1629894289812,-0.515625,0.0625,0.828125
1629894289843,-0.515625,0.0625,0.828125
1629894289875,-0.53125,0.0625,0.84375
1629894289906,-0.515625,0.0625,0.84375
1629894289937,-0.515625,0.0625,0.84375
1629894289968,-0.515625,0.0625,0.828125
1629894290000,-0.515625,0.0625,0.828125
1629894290031,-0.515625,0.0625,0.828125
1629894290062,-0.515625,0.0625,0.828125
1629894290093,-0.515625,0.0625,0.828125
1629894290125,-0.515625,0.0625,0.828125
1629894290156,-0.515625,0.0625,0.84375
1629894290187,-0.515625,0.0625,0.84375
1629894290218,-0.515625,0.078125,0.84375
1629894290250,-0.515625,0.0625,0.84375
1629894290281,-0.515625,0.0625,0.84375
1629894290312,-0.515625,0.0625,0.84375
1629894290343,-0.5,0.0625,0.84375
1629894290375,-0.515625,0.0625,0.84375
1629894290406,-0.515625,0.0625,0.84375
1629894290437,-0.515625,0.0625,0.84375
1629894290468,-0.515625,0.0625,0.828125
1629894290500,-0.515625,0.0625,0.828125
1629894290531,-0.515625,0.0625,0.84375
1629894290562,-0.515625,0.0625,0.84375
1629894290593,-0.5,0.0625,0.84375
1629894290625,-0.5,0.0625,0.84375
1629894290656,-0.5,0.046875,0.84375
1629894290687,-0.515625,0.0625,0.84375
1629894290718,-0.515625,0.0625,0.84375
1629894290750,-0.515625,0.0625,0.84375
1629894290781,-0.5,0.0625,0.84375
1629894290812,-0.5,0.0625,0.84375
1629894290843,-0.5,0.0625,0.84375
1629894290875,-0.5,0.0625,0.84375
1629894290906,-0.515625,0.0625,0.84375
1629894290937,-0.515625,0.0625,0.84375
1629894290968,-0.515625,0.0625,0.84375
1629894291000,-0.5,0.0625,0.84375
1629894291031,-0.5,0.0625,0.84375
1629894291062,-0.5,0.0625,0.84375
1629894291093,-0.5,0.046875,0.84375
1629894291125,-0.515625,0.0625,0.84375
1629894291156,-0.5,0.0625,0.84375
1629894291187,-0.5,0.0625,0.84375
1629894291218,-0.515625,0.0625,0.84375
1629894291250,-0.5,0.0625,0.84375
1629894291281,-0.5,0.0625,0.84375
1629894291312,-0.515625,0.0625,0.84375
1629894291343,-0.515625,0.0625,0.84375
1629894291375,-0.515625,0.0625,0.84375
1629894291406,-0.5,0.0625,0.84375
1629894291437,-0.5,0.046875,0.84375
1629894291468,-0.5,0.046875,0.84375
1629894291500,-0.515625,0.046875,0.84375
1629894291531,-0.515625,0.0625,0.84375
1629894291562,-0.5,0.0625,0.84375
1629894291593,-0.5,0.0625,0.84375
1629894291625,-0.5,0.0625,0.84375
1629894291656,-0.5,0.0625,0.84375
1629894291687,-0.515625,0.0625,0.84375
1629894291718,-0.515625,0.0625,0.84375
1629894291750,-0.5,0.046875,0.84375
1629894291781,-0.5,0.0625,0.84375
1629894291812,-0.5,0.046875,0.84375
1629894291843,-0.5,0.0625,0.84375
1629894291875,-0.515625,0.0625,0.84375
1629894291906,-0.515625,0.046875,0.84375
1629894291937,-0.515625,0.0625,0.84375
1629894291968,-0.5,0.0625,0.84375
1629894292000,-0.5,0.046875,0.84375
1629894292031,-0.515625,0.046875,0.84375
1629894292062,-0.515625,0.046875,0.84375
1629894292093,-0.515625,0.0625,0.84375
1629894292125,-0.515625,0.0625,0.84375
1629894292156,-0.515625,0.046875,0.84375
1629894292187,-0.515625,0.0625,0.84375
1629894292218,-0.5,0.046875,0.84375
1629894292250,-0.5,0.046875,0.84375
1629894292281,-0.5,0.046875,0.84375
1629894292312,-0.5,0.046875,0.84375
1629894292343,-0.5,0.046875,0.84375
1629894292375,-0.515625,0.046875,0.84375
1629894292406,-0.515625,0.046875,0.84375
1629894292437,-0.515625,0.046875,0.84375
1629894292468,-0.5,0.046875,0.84375
1629894292500,-0.5,0.046875,0.84375
1629894292531,-0.5,0.046875,0.84375
1629894292562,-0.515625,0.046875,0.84375
1629894292593,-0.53125,0.046875,0.828125
1629894292625,-0.53125,0.046875,0.828125
1629894292656,-0.53125,0.046875,0.828125
1629894292687,-0.53125,0.046875,0.828125
1629894292718,-0.53125,0.046875,0.828125
1629894292750,-0.53125,0.03125,0.828125
1629894292781,-0.53125,0.03125,0.84375
1629894292812,-0.53125,0.03125,0.828125
