timestamp,temp
1630415912000,35.16
1630415912250,35.16
1630415912500,35.16
1630415912750,35.16
1630415913000,35.21
1630415913250,35.21
1630415913500,35.21
1630415913750,35.21
1630415914000,35.18
1630415914250,35.18
1630415914500,35.18
1630415914750,35.18
1630415915000,35.18
1630415915250,35.18
1630415915500,35.18
1630415915750,35.18
1630415916000,35.18
1630415916250,35.18
1630415916500,35.18
1630415916750,35.18
1630415917000,35.18
1630415917250,35.18
1630415917500,35.18
1630415917750,35.18
1630415918000,35.18
1630415918250,35.18
1630415918500,35.18
1630415918750,35.18
1630415919000,35.18
1630415919250,35.18
1630415919500,35.18
1630415919750,35.18
1630415920000,35.18
1630415920250,35.18
1630415920500,35.18
1630415920750,35.18
1630415921000,35.21
1630415921250,35.21
1630415921500,35.21
1630415921750,35.21
1630415922000,35.18
1630415922250,35.18
1630415922500,35.18
1630415922750,35.18
1630415923000,35.16
1630415923250,35.16
1630415923500,35.16
1630415923750,35.16
1630415924000,35.18
1630415924250,35.18
1630415924500,35.18
1630415924750,35.18
1630415925000,35.21
1630415925250,35.21
1630415925500,35.21
1630415925750,35.21
1630415926000,35.21
1630415926250,35.21
1630415926500,35.21
1630415926750,35.21
1630415927000,35.21
1630415927250,35.21
1630415927500,35.21
1630415927750,35.21
1630415928000,35.23
1630415928250,35.23
1630415928500,35.23
1630415928750,35.23
1630415929000,35.23
1630415929250,35.23
1630415929500,35.23
1630415929750,35.23
1630415930000,35.23
1630415930250,35.23
1630415930500,35.23
1630415930750,35.23
1630415931000,35.23
1630415931250,35.23
1630415931500,35.23
1630415931750,35.23
1630415932000,35.23
1630415932250,35.23
1630415932500,35.23
1630415932750,35.23
1630415933000,35.23
1630415933250,35.23
1630415933500,35.23
1630415933750,35.23
1630415934000,35.25
1630415934250,35.25
1630415934500,35.25
1630415934750,35.25
1630415935000,35.25
1630415935250,35.25
1630415935500,35.25
1630415935750,35.25
1630415936000,35.23
1630415936250,35.23
1630415936500,35.23
1630415936750,35.23
