timestamp,eda
1630573699000,0.228077
1630573699250,0.225514
1630573699500,0.228077
1630573699750,0.228077
1630573700000,0.22167
1630573700250,0.225514
1630573700500,0.225514
1630573700750,0.226796
1630573701000,0.228077
1630573701250,0.224233
1630573701500,0.226796
1630573701750,0.224233
1630573702000,0.229358
1630573702250,0.228077
1630573702500,0.222952
1630573702750,0.23064
1630573703000,0.225514
1630573703250,0.224233
1630573703500,0.222952
1630573703750,0.224233
1630573704000,0.224233
1630573704250,0.225514
1630573704500,0.22167
1630573704750,0.224233
1630573705000,0.22167
1630573705250,0.222952
1630573705500,0.225514
1630573705750,0.22167
1630573706000,0.224233
1630573706250,0.222952
1630573706500,0.22167
1630573706750,0.224233
1630573707000,0.22167
1630573707250,0.224233
1630573707500,0.224233
1630573707750,0.220389
1630573708000,0.222952
1630573708250,0.220389
1630573708500,0.222952
1630573708750,0.224233
1630573709000,0.220389
1630573709250,0.22167
1630573709500,0.220389
1630573709750,0.219108
1630573710000,0.222952
1630573710250,0.220389
1630573710500,0.220389
1630573710750,0.22167
1630573711000,0.219108
1630573711250,0.22167
1630573711500,0.222952
1630573711750,0.217826
1630573712000,0.220389
1630573712250,0.217826
1630573712500,0.219108
1630573712750,0.220389
1630573713000,0.216545
1630573713250,0.219108
1630573713500,0.217826
1630573713750,0.220389
1630573714000,0.219108
1630573714250,0.215264
1630573714500,0.219108
1630573714750,0.219108
1630573715000,0.217826
1630573715250,0.219108
1630573715500,0.216545
1630573715750,0.219108
1630573716000,0.219108
1630573716250,0.216545
1630573716500,0.216545
1630573716750,0.220389
1630573717000,0.216545
1630573717250,0.217826
1630573717500,0.215264
1630573717750,0.215264
1630573718000,0.216545
1630573718250,0.212701
1630573718500,0.215264
1630573718750,0.216545
1630573719000,0.212701
1630573719250,0.215264
1630573719500,0.212701
1630573719750,0.213982
1630573720000,0.215264
1630573720250,0.212701
1630573720500,0.213982
1630573720750,0.213982
1630573721000,0.21142
1630573721250,0.213982
1630573721500,0.215264
1630573721750,0.21142
1630573722000,0.213982
1630573722250,0.210138
1630573722500,0.210138
1630573722750,0.212701
1630573723000,0.210138
1630573723250,0.21142
1630573723500,0.21142
1630573723750,0.208857
1630573724000,0.210138
1630573724250,0.207576
1630573724500,0.222952
1630573724750,0.208857
1630573725000,0.208857
1630573725250,0.210138
1630573725500,0.21142
1630573725750,0.206294
1630573726000,0.207576
1630573726250,0.210138
1630573726500,0.208857
1630573726750,0.210138
1630573727000,0.210138
1630573727250,0.206294
1630573727500,0.207576
1630573727750,0.206294
1630573728000,0.210138
1630573728250,0.210138
1630573728500,0.206294
1630573728750,0.207576
1630573729000,0.208857
1630573729250,0.205013
1630573729500,0.207576
1630573729750,0.208857
1630573730000,0.205013
1630573730250,0.207576
1630573730500,0.205013
1630573730750,0.203732
1630573731000,0.205013
1630573731250,0.20245
1630573731500,0.205013
1630573731750,0.205013
1630573732000,0.201169
1630573732250,0.205013
1630573732500,0.20245
1630573732750,0.20245
1630573733000,0.203732
1630573733250,0.20245
1630573733500,0.203732
1630573733750,0.205013
1630573734000,0.201169
1630573734250,0.203732
1630573734500,0.20245
1630573734750,0.201169
1630573735000,0.203732
1630573735250,0.20245
1630573735500,0.203732
1630573735750,0.205013
1630573736000,0.201169
1630573736250,0.205013
1630573736500,0.205013
1630573736750,0.201169
1630573737000,0.205013
1630573737250,0.20245
1630573737500,0.20245
1630573737750,0.20245
1630573738000,0.201169
1630573738250,0.203732
1630573738500,0.203732
1630573738750,0.201169
1630573739000,0.201169
1630573739250,0.199888
1630573739500,0.199888
1630573739750,0.20245
1630573740000,0.199888
1630573740250,0.199888
1630573740500,0.20245
1630573740750,0.20245
1630573741000,0.20245
1630573741250,0.205013
1630573741500,0.201169
1630573741750,0.20245
1630573742000,0.199888
1630573742250,0.198606
1630573742500,0.199888
1630573742750,0.198606
1630573743000,0.199888
1630573743250,0.199888
1630573743500,0.198606
1630573743750,0.199888
1630573744000,0.199888
1630573744250,0.196044
1630573744500,0.198606
1630573744750,0.196044
1630573745000,0.197325
1630573745250,0.198606
1630573745500,0.194762
1630573745750,0.197325
1630573746000,0.198606
1630573746250,0.193481
1630573746500,0.196044
1630573746750,0.194762
1630573747000,0.196044
1630573747250,0.197325
1630573747500,0.193481
1630573747750,0.196044
1630573748000,0.196044
1630573748250,0.1922
1630573748500,0.193481
1630573748750,0.1922
1630573749000,0.1922
1630573749250,0.194762
1630573749500,0.1922
1630573749750,0.190918
1630573750000,0.194762
1630573750250,0.1922
1630573750500,0.1922
1630573750750,0.194762
1630573751000,0.190918
1630573751250,0.193481
1630573751500,0.194762
1630573751750,0.190918
1630573752000,0.193481
1630573752250,0.190918
1630573752500,0.190918
1630573752750,0.193481
1630573753000,0.190918
1630573753250,0.1922
1630573753500,0.193481
1630573753750,0.189637
1630573754000,0.1922
1630573754250,0.193481
1630573754500,0.190918
1630573754750,0.1922
1630573755000,0.189637
1630573755250,0.190918
1630573755500,0.193481
1630573755750,0.189637
1630573756000,0.1922
1630573756250,0.1922
1630573756500,0.188356
1630573756750,0.190918
1630573757000,0.190918
1630573757250,0.187074
1630573757500,0.189637
1630573757750,0.188356
1630573758000,0.189637
1630573758250,0.190918
1630573758500,0.187074
1630573758750,0.188356
1630573759000,0.189637
1630573759250,0.185793
1630573759500,0.187074
1630573759750,0.185793
1630573760000,0.185793
1630573760250,0.188356
1630573760500,0.185793
1630573760750,0.188356
1630573761000,0.188356
1630573761250,0.185793
1630573761500,0.188356
1630573761750,0.189637
1630573762000,0.185793
1630573762250,0.188356
1630573762500,0.185793
1630573762750,0.187074
1630573763000,0.187074
1630573763250,0.18323
1630573763500,0.184512
1630573763750,0.184512
1630573764000,0.180668
1630573764250,0.184512
1630573764500,0.180668
1630573764750,0.180668
1630573765000,0.184512
1630573765250,0.181949
1630573765500,0.180668
1630573765750,0.181949
1630573766000,0.179386
1630573766250,0.181949
1630573766500,0.184512
1630573766750,0.180668
1630573767000,0.181949
1630573767250,0.18323
1630573767500,0.179386
1630573767750,0.181949
1630573768000,0.179386
1630573768250,0.179386
1630573768500,0.179386
1630573768750,0.179386
1630573769000,0.180668
1630573769250,0.180668
1630573769500,0.178105
1630573769750,0.181949
1630573770000,0.178105
1630573770250,0.176824
1630573770500,0.180668
1630573770750,0.176824
1630573771000,0.179386
1630573771250,0.180668
1630573771500,0.178105
1630573771750,0.180668
1630573772000,0.178105
1630573772250,0.176824
1630573772500,0.178105
1630573772750,0.176824
1630573773000,0.178105
1630573773250,0.178105
1630573773500,0.174261
1630573773750,0.176824
1630573774000,0.178105
1630573774250,0.175542
1630573774500,0.176824
1630573774750,0.176824
1630573775000,0.175542
1630573775250,0.176824
1630573775500,0.175542
1630573775750,0.176824
1630573776000,0.178105
1630573776250,0.175542
1630573776500,0.174261
1630573776750,0.176824
1630573777000,0.175542
1630573777250,0.176824
1630573777500,0.176824
1630573777750,0.174261
1630573778000,0.176824
1630573778250,0.176824
1630573778500,0.17298
1630573778750,0.175542
1630573779000,0.17298
1630573779250,0.17298
1630573779500,0.175542
1630573779750,0.17298
1630573780000,0.174261
1630573780250,0.175542
1630573780500,0.171698
1630573780750,0.174261
1630573781000,0.175542
1630573781250,0.171698
1630573781500,0.174261
1630573781750,0.171698
1630573782000,0.171698
1630573782250,0.174261
1630573782500,0.171698
1630573782750,0.171698
1630573783000,0.174261
1630573783250,0.170417
1630573783500,0.17298
1630573783750,0.174261
1630573784000,0.171698
1630573784250,0.174261
1630573784500,0.174261
1630573784750,0.170417
1630573785000,0.17298
1630573785250,0.171698
1630573785500,0.170417
1630573785750,0.174261
1630573786000,0.170417
1630573786250,0.170417
1630573786500,0.174261
1630573786750,0.170417
1630573787000,0.170417
1630573787250,0.171698
1630573787500,0.169136
1630573787750,0.17298
1630573788000,0.174261
1630573788250,0.169136
1630573788500,0.171698
1630573788750,0.17298
1630573789000,0.169136
1630573789250,0.171698
1630573789500,0.17298
1630573789750,0.169136
1630573790000,0.170417
1630573790250,0.170417
1630573790500,0.169136
1630573790750,0.17298
1630573791000,0.169136
1630573791250,0.169136
1630573791500,0.171698
1630573791750,0.169136
1630573792000,0.171698
1630573792250,0.17298
1630573792500,0.169136
1630573792750,0.171698
1630573793000,0.171698
1630573793250,0.167854
1630573793500,0.17298
1630573793750,0.171698
1630573794000,0.169136
1630573794250,0.170417
1630573794500,0.167854
1630573794750,0.167854
1630573795000,0.170417
1630573795250,0.167854
1630573795500,0.170417
1630573795750,0.171698
1630573796000,0.167854
1630573796250,0.170417
1630573796500,0.170417
1630573796750,0.167854
1630573797000,0.170417
1630573797250,0.167854
1630573797500,0.167854
1630573797750,0.170417
1630573798000,0.167854
1630573798250,0.169136
1630573798500,0.171698
1630573798750,0.18323
1630573799000,0.167854
1630573799250,0.170417
1630573799500,0.167854
1630573799750,0.170417
1630573800000,0.170417
1630573800250,0.167854
1630573800500,0.171698
1630573800750,0.167854
1630573801000,0.165292
1630573801250,0.174261
1630573801500,0.169136
1630573801750,0.169136
1630573802000,0.170417
1630573802250,0.169136
1630573802500,0.170417
1630573802750,0.170417
1630573803000,0.167854
1630573803250,0.170417
1630573803500,0.171698
1630573803750,0.167854
1630573804000,0.169136
1630573804250,0.171698
1630573804500,0.167854
1630573804750,0.169136
1630573805000,0.17298
1630573805250,0.166573
1630573805500,0.170417
1630573805750,0.167854
1630573806000,0.165292
1630573806250,0.160166
1630573806500,0.185793
1630573806750,0.17298
1630573807000,0.170417
1630573807250,0.146072
1630573807500,0.167854
1630573807750,0.170417
1630573808000,0.166573
1630573808250,0.167854
1630573808500,0.169136
1630573808750,0.165292
1630573809000,0.166573
1630573809250,0.166573
1630573809500,0.165292
1630573809750,0.169136
1630573810000,0.165292
1630573810250,0.16401
1630573810500,0.167854
1630573810750,0.16401
1630573811000,0.167854
1630573811250,0.167854
1630573811500,0.165292
1630573811750,0.166573
1630573812000,0.165292
1630573812250,0.162729
1630573812500,0.166573
1630573812750,0.165292
1630573813000,0.16401
1630573813250,0.166573
1630573813500,0.16401
1630573813750,0.162729
1630573814000,0.165292
1630573814250,0.162729
1630573814500,0.165292
1630573814750,0.166573
1630573815000,0.16401
1630573815250,0.165292
1630573815500,0.165292
1630573815750,0.162729
1630573816000,0.165292
1630573816250,0.162729
1630573816500,0.162729
1630573816750,0.165292
1630573817000,0.162729
1630573817250,0.162729
1630573817500,0.16401
1630573817750,0.162729
1630573818000,0.165292
1630573818250,0.166573
1630573818500,0.162729
1630573818750,0.165292
1630573819000,0.166573
1630573819250,0.162729
1630573819500,0.165292
1630573819750,0.166573
1630573820000,0.162729
1630573820250,0.165292
1630573820500,0.162729
1630573820750,0.162729
1630573821000,0.165292
1630573821250,0.162729
1630573821500,0.162729
1630573821750,0.165292
1630573822000,0.161448
1630573822250,0.16401
1630573822500,0.16401
1630573822750,0.161448
1630573823000,0.16401
1630573823250,0.16401
1630573823500,0.161448
1630573823750,0.162729
1630573824000,0.165292
1630573824250,0.162729
1630573824500,0.16401
1630573824750,0.16401
1630573825000,0.162729
1630573825250,0.16401
1630573825500,0.161448
1630573825750,0.161448
1630573826000,0.16401
1630573826250,0.161448
1630573826500,0.161448
1630573826750,0.16401
1630573827000,0.161448
1630573827250,0.16401
1630573827500,0.16401
1630573827750,0.160166
1630573828000,0.162729
1630573828250,0.16401
1630573828500,0.160166
1630573828750,0.162729
1630573829000,0.16401
1630573829250,0.160166
1630573829500,0.16401
1630573829750,0.161448
1630573830000,0.160166
1630573830250,0.16401
1630573830500,0.161448
1630573830750,0.161448
1630573831000,0.162729
1630573831250,0.160166
1630573831500,0.162729
1630573831750,0.162729
1630573832000,0.157604
1630573832250,0.162729
1630573832500,0.162729
1630573832750,0.160166
1630573833000,0.16401
1630573833250,0.16401
1630573833500,0.160166
1630573833750,0.161448
1630573834000,0.158885
1630573834250,0.160166
1630573834500,0.162729
1630573834750,0.160166
1630573835000,0.160166
1630573835250,0.162729
1630573835500,0.160166
1630573835750,0.160166
1630573836000,0.161448
1630573836250,0.158885
1630573836500,0.161448
1630573836750,0.161448
1630573837000,0.158885
1630573837250,0.161448
1630573837500,0.162729
1630573837750,0.158885
1630573838000,0.162729
1630573838250,0.162729
1630573838500,0.160166
1630573838750,0.161448
1630573839000,0.161448
1630573839250,0.158885
1630573839500,0.161448
1630573839750,0.161448
1630573840000,0.157604
1630573840250,0.158885
1630573840500,0.157604
1630573840750,0.158885
1630573841000,0.161448
1630573841250,0.158885
1630573841500,0.157604
1630573841750,0.160166
1630573842000,0.157604
1630573842250,0.157604
1630573842500,0.161448
1630573842750,0.158885
1630573843000,0.160166
1630573843250,0.160166
1630573843500,0.156322
1630573843750,0.160166
1630573844000,0.160166
1630573844250,0.156322
1630573844500,0.158885
1630573844750,0.158885
1630573845000,0.156322
1630573845250,0.157604
1630573845500,0.158885
1630573845750,0.156322
1630573846000,0.158885
1630573846250,0.157604
1630573846500,0.157604
1630573846750,0.158885
1630573847000,0.156322
1630573847250,0.156322
1630573847500,0.158885
1630573847750,0.156322
1630573848000,0.156322
1630573848250,0.156322
1630573848500,0.156322
1630573848750,0.158885
1630573849000,0.158885
1630573849250,0.155041
1630573849500,0.157604
1630573849750,0.158885
1630573850000,0.156322
1630573850250,0.157604
1630573850500,0.158885
1630573850750,0.156322
1630573851000,0.157604
1630573851250,0.158885
1630573851500,0.155041
1630573851750,0.158885
1630573852000,0.157604
1630573852250,0.155041
1630573852500,0.158885
1630573852750,0.156322
1630573853000,0.156322
1630573853250,0.157604
1630573853500,0.156322
1630573853750,0.156322
1630573854000,0.157604
1630573854250,0.156322
1630573854500,0.156322
1630573854750,0.158885
1630573855000,0.156322
1630573855250,0.155041
1630573855500,0.158885
1630573855750,0.15376
1630573856000,0.155041
1630573856250,0.157604
1630573856500,0.155041
1630573856750,0.156322
1630573857000,0.157604
1630573857250,0.155041
1630573857500,0.155041
1630573857750,0.157604
1630573858000,0.15376
1630573858250,0.156322
1630573858500,0.15376
1630573858750,0.15376
1630573859000,0.157604
1630573859250,0.157604
1630573859500,0.155041
1630573859750,0.156322
1630573860000,0.157604
1630573860250,0.15376
1630573860500,0.156322
1630573860750,0.157604
1630573861000,0.155041
1630573861250,0.157604
1630573861500,0.157604
1630573861750,0.15376
1630573862000,0.156322
1630573862250,0.157604
1630573862500,0.15376
1630573862750,0.157604
1630573863000,0.157604
1630573863250,0.15376
1630573863500,0.156322
1630573863750,0.157604
1630573864000,0.15376
1630573864250,0.157604
1630573864500,0.15376
1630573864750,0.171698
1630573865000,0.156322
1630573865250,0.15376
1630573865500,0.15376
1630573865750,0.157604
1630573866000,0.15376
1630573866250,0.15376
1630573866500,0.156322
1630573866750,0.15376
1630573867000,0.156322
1630573867250,0.157604
1630573867500,0.15376
1630573867750,0.155041
1630573868000,0.157604
1630573868250,0.15376
1630573868500,0.155041
1630573868750,0.157604
1630573869000,0.15376
1630573869250,0.155041
1630573869500,0.157604
1630573869750,0.15376
1630573870000,0.156322
1630573870250,0.156322
1630573870500,0.155041
1630573870750,0.155041
1630573871000,0.157604
1630573871250,0.152478
1630573871500,0.156322
1630573871750,0.157604
1630573872000,0.15376
1630573872250,0.155041
1630573872500,0.155041
1630573872750,0.152478
1630573873000,0.156322
1630573873250,0.157604
1630573873500,0.15376
1630573873750,0.156322
1630573874000,0.155041
1630573874250,0.152478
1630573874500,0.156322
1630573874750,0.152478
1630573875000,0.15376
1630573875250,0.15376
1630573875500,0.152478
1630573875750,0.152478
1630573876000,0.156322
1630573876250,0.15376
1630573876500,0.152478
1630573876750,0.155041
1630573877000,0.152478
1630573877250,0.155041
1630573877500,0.156322
1630573877750,0.152478
1630573878000,0.155041
1630573878250,0.156322
1630573878500,0.152478
1630573878750,0.155041
1630573879000,0.156322
1630573879250,0.152478
1630573879500,0.155041
1630573879750,0.156322
1630573880000,0.152478
1630573880250,0.152478
1630573880500,0.155041
1630573880750,0.15376
1630573881000,0.15376
1630573881250,0.156322
1630573881500,0.15376
1630573881750,0.15376
1630573882000,0.155041
1630573882250,0.152478
1630573882500,0.152478
1630573882750,0.155041
1630573883000,0.152478
1630573883250,0.15376
1630573883500,0.151197
1630573883750,0.152478
1630573884000,0.155041
1630573884250,0.15376
1630573884500,0.151197
1630573884750,0.15376
1630573885000,0.155041
1630573885250,0.151197
1630573885500,0.152478
1630573885750,0.151197
1630573886000,0.152478
1630573886250,0.15376
1630573886500,0.155041
1630573886750,0.152478
1630573887000,0.15376
1630573887250,0.155041
1630573887500,0.151197
1630573887750,0.152478
1630573888000,0.15376
1630573888250,0.151197
1630573888500,0.15376
1630573888750,0.15376
1630573889000,0.151197
1630573889250,0.15376
1630573889500,0.155041
1630573889750,0.151197
1630573890000,0.15376
1630573890250,0.155041
1630573890500,0.151197
1630573890750,0.152478
1630573891000,0.155041
1630573891250,0.151197
1630573891500,0.15376
1630573891750,0.152478
1630573892000,0.152478
1630573892250,0.15376
1630573892500,0.15376
1630573892750,0.151197
1630573893000,0.15376
1630573893250,0.15376
1630573893500,0.151197
1630573893750,0.15376
1630573894000,0.15376
1630573894250,0.149916
1630573894500,0.157604
1630573894750,0.135821
1630573895000,0.165292
1630573895250,0.156322
1630573895500,0.155041
1630573895750,0.098662
1630573896000,0.102506
1630573896250,0.082005
1630573896500,0.15376
1630573896750,0.13454
1630573897000,0.157604
1630573897250,0.157604
1630573897500,0.162729
1630573897750,0.158885
1630573898000,0.158885
1630573898250,0.160166
1630573898500,0.162729
1630573898750,0.160166
1630573899000,0.161448
1630573899250,0.162729
1630573899500,0.160166
1630573899750,0.158885
1630573900000,0.16401
1630573900250,0.158885
1630573900500,0.161448
1630573900750,0.161448
1630573901000,0.158885
1630573901250,0.161448
1630573901500,0.161448
1630573901750,0.160166
1630573902000,0.161448
1630573902250,0.161448
1630573902500,0.160166
1630573902750,0.161448
1630573903000,0.161448
1630573903250,0.158885
1630573903500,0.161448
1630573903750,0.162729
1630573904000,0.161448
1630573904250,0.162729
1630573904500,0.162729
1630573904750,0.160166
