timestamp,temp
1631204135250,32.07
1631204135500,32.07
1631204135750,32.07
1631204136000,32.07
1631204136250,32.07
1631204136500,32.07
1631204136750,32.07
1631204137000,32.07
1631204137250,32.07
1631204137500,32.07
1631204137750,32.07
1631204138000,32.07
1631204138250,32.07
1631204138500,32.07
1631204138750,32.07
1631204139000,32.05
1631204139250,32.05
1631204139500,32.05
1631204139750,32.05
1631204140000,32.05
1631204140250,32.05
1631204140500,32.05
1631204140750,32.05
1631204141000,32.07
1631204141250,32.07
1631204141500,32.07
1631204141750,32.07
1631204142000,32.09
1631204142250,32.09
1631204142500,32.09
1631204142750,32.09
1631204143000,32.09
1631204143250,32.09
1631204143500,32.09
1631204143750,32.09
1631204144000,32.07
1631204144250,32.07
1631204144500,32.07
1631204144750,32.07
1631204145000,32.09
1631204145250,32.09
1631204145500,32.09
1631204145750,32.09
1631204146000,32.05
1631204146250,32.05
1631204146500,32.05
1631204146750,32.05
1631204147000,32.05
1631204147250,32.05
1631204147500,32.05
1631204147750,32.05
1631204148000,32.07
1631204148250,32.07
1631204148500,32.07
1631204148750,32.07
1631204149000,32.07
1631204149250,32.07
1631204149500,32.07
1631204149750,32.07
1631204150000,32.07
1631204150250,32.07
1631204150500,32.07
1631204150750,32.07
1631204151000,32.07
1631204151250,32.07
1631204151500,32.07
1631204151750,32.07
1631204152000,32.07
1631204152250,32.07
1631204152500,32.07
1631204152750,32.07
1631204153000,32.05
1631204153250,32.05
1631204153500,32.05
1631204153750,32.05
1631204154000,32.07
1631204154250,32.07
1631204154500,32.07
1631204154750,32.07
1631204155000,32.07
1631204155250,32.07
1631204155500,32.07
1631204155750,32.07
1631204156000,32.07
1631204156250,32.07
1631204156500,32.07
1631204156750,32.07
1631204157000,32.07
1631204157250,32.07
1631204157500,32.07
1631204157750,32.07
1631204158000,32.09
1631204158250,32.09
1631204158500,32.09
1631204158750,32.09
1631204159000,32.07
1631204159250,32.07
1631204159500,32.07
1631204159750,32.07
1631204160000,32.07
1631204160250,32.07
1631204160500,32.07
1631204160750,32.07
1631204161000,32.05
1631204161250,32.05
1631204161500,32.05
1631204161750,32.05
1631204162000,32.09
1631204162250,32.09
1631204162500,32.09
1631204162750,32.09
1631204163000,32.03
1631204163250,32.03
1631204163500,32.03
1631204163750,32.03
1631204164000,32.03
1631204164250,32.03
1631204164500,32.03
1631204164750,32.03
1631204165000,32.05
1631204165250,32.05
1631204165500,32.05
1631204165750,32.05
1631204166000,32.05
1631204166250,32.05
1631204166500,32.05
1631204166750,32.05
1631204167000,32.03
1631204167250,32.03
1631204167500,32.03
1631204167750,32.03
1631204168000,32.03
1631204168250,32.03
1631204168500,32.03
1631204168750,32.03
1631204169000,32.03
1631204169250,32.03
1631204169500,32.03
1631204169750,32.03
1631204170000,32.05
1631204170250,32.05
1631204170500,32.05
1631204170750,32.05
1631204171000,32.05
1631204171250,32.05
1631204171500,32.05
1631204171750,32.05
1631204172000,32.05
1631204172250,32.05
1631204172500,32.05
1631204172750,32.05
1631204173000,32.03
1631204173250,32.03
1631204173500,32.03
1631204173750,32.03
1631204174000,32.03
1631204174250,32.03
1631204174500,32.03
1631204174750,32.03
1631204175000,32.03
1631204175250,32.03
1631204175500,32.03
1631204175750,32.03
1631204176000,32.0
1631204176250,32.0
1631204176500,32.0
1631204176750,32.0
1631204177000,32.03
1631204177250,32.03
1631204177500,32.03
1631204177750,32.03
1631204178000,32.0
1631204178250,32.0
1631204178500,32.0
1631204178750,32.0
1631204179000,32.0
1631204179250,32.0
1631204179500,32.0
1631204179750,32.0
1631204180000,32.0
1631204180250,32.0
1631204180500,32.0
1631204180750,32.0
1631204181000,32.03
1631204181250,32.03
1631204181500,32.03
1631204181750,32.03
1631204182000,32.0
1631204182250,32.0
1631204182500,32.0
1631204182750,32.0
1631204183000,32.0
1631204183250,32.0
1631204183500,32.0
1631204183750,32.0
1631204184000,31.99
1631204184250,31.99
1631204184500,31.99
1631204184750,31.99
1631204185000,32.0
1631204185250,32.0
1631204185500,32.0
1631204185750,32.0
1631204186000,32.0
1631204186250,32.0
1631204186500,32.0
1631204186750,32.0
1631204187000,32.0
1631204187250,32.0
1631204187500,32.0
1631204187750,32.0
1631204188000,31.99
1631204188250,31.99
1631204188500,31.99
1631204188750,31.99
1631204189000,32.0
1631204189250,32.0
1631204189500,32.0
1631204189750,32.0
1631204190000,32.0
1631204190250,32.0
1631204190500,32.0
1631204190750,32.0
1631204191000,31.99
1631204191250,31.99
1631204191500,31.99
1631204191750,31.99
1631204192000,31.99
1631204192250,31.99
1631204192500,31.99
1631204192750,31.99
1631204193000,31.97
1631204193250,31.97
1631204193500,31.97
1631204193750,31.97
1631204194000,31.99
1631204194250,31.99
1631204194500,31.99
1631204194750,31.99
1631204195000,31.99
1631204195250,31.99
1631204195500,31.99
1631204195750,31.99
1631204196000,31.99
1631204196250,31.99
1631204196500,31.99
1631204196750,31.99
1631204197000,31.97
1631204197250,31.97
1631204197500,31.97
1631204197750,31.97
1631204198000,31.99
1631204198250,31.99
1631204198500,31.99
1631204198750,31.99
1631204199000,31.97
1631204199250,31.97
1631204199500,31.97
1631204199750,31.97
1631204200000,31.99
1631204200250,31.99
1631204200500,31.99
1631204200750,31.99
1631204201000,31.97
1631204201250,31.97
1631204201500,31.97
1631204201750,31.97
1631204202000,31.97
1631204202250,31.97
1631204202500,31.97
1631204202750,31.97
1631204203000,31.97
1631204203250,31.97
1631204203500,31.97
1631204203750,31.97
1631204204000,31.97
1631204204250,31.97
1631204204500,31.97
1631204204750,31.97
1631204205000,31.95
1631204205250,31.95
1631204205500,31.95
1631204205750,31.95
1631204206000,31.95
1631204206250,31.95
1631204206500,31.95
1631204206750,31.95
1631204207000,31.95
1631204207250,31.95
1631204207500,31.95
1631204207750,31.95
1631204208000,31.95
1631204208250,31.95
1631204208500,31.95
1631204208750,31.95
1631204209000,31.97
1631204209250,31.97
1631204209500,31.97
1631204209750,31.97
1631204210000,31.97
1631204210250,31.97
1631204210500,31.97
1631204210750,31.97
1631204211000,31.95
1631204211250,31.95
1631204211500,31.95
1631204211750,31.95
1631204212000,31.93
1631204212250,31.93
1631204212500,31.93
1631204212750,31.93
1631204213000,31.95
1631204213250,31.95
1631204213500,31.95
1631204213750,31.95
1631204214000,31.95
1631204214250,31.95
1631204214500,31.95
1631204214750,31.95
1631204215000,31.93
1631204215250,31.93
1631204215500,31.93
1631204215750,31.93
1631204216000,31.95
1631204216250,31.95
1631204216500,31.95
1631204216750,31.95
1631204217000,31.95
1631204217250,31.95
1631204217500,31.95
1631204217750,31.95
1631204218000,31.97
1631204218250,31.97
1631204218500,31.97
1631204218750,31.97
1631204219000,31.95
1631204219250,31.95
1631204219500,31.95
1631204219750,31.95
1631204220000,31.93
1631204220250,31.93
1631204220500,31.93
1631204220750,31.93
1631204221000,31.91
1631204221250,31.91
1631204221500,31.91
1631204221750,31.91
1631204222000,31.93
1631204222250,31.93
1631204222500,31.93
1631204222750,31.93
1631204223000,31.93
1631204223250,31.93
1631204223500,31.93
1631204223750,31.93
1631204224000,31.91
1631204224250,31.91
1631204224500,31.91
1631204224750,31.91
1631204225000,31.93
1631204225250,31.93
1631204225500,31.93
1631204225750,31.93
1631204226000,31.93
1631204226250,31.93
1631204226500,31.93
1631204226750,31.93
1631204227000,31.91
1631204227250,31.91
1631204227500,31.91
1631204227750,31.91
1631204228000,31.91
1631204228250,31.91
1631204228500,31.91
1631204228750,31.91
1631204229000,31.93
1631204229250,31.93
1631204229500,31.93
1631204229750,31.93
1631204230000,31.91
1631204230250,31.91
1631204230500,31.91
1631204230750,31.91
1631204231000,31.91
1631204231250,31.91
1631204231500,31.91
1631204231750,31.91
1631204232000,31.89
1631204232250,31.89
1631204232500,31.89
1631204232750,31.89
1631204233000,31.91
1631204233250,31.91
1631204233500,31.91
1631204233750,31.91
1631204234000,31.91
1631204234250,31.91
1631204234500,31.91
1631204234750,31.91
1631204235000,31.89
1631204235250,31.89
1631204235500,31.89
1631204235750,31.89
1631204236000,31.89
1631204236250,31.89
1631204236500,31.89
1631204236750,31.89
1631204237000,31.89
1631204237250,31.89
1631204237500,31.89
1631204237750,31.89
1631204238000,31.89
1631204238250,31.89
1631204238500,31.89
1631204238750,31.89
1631204239000,31.91
1631204239250,31.91
1631204239500,31.91
1631204239750,31.91
1631204240000,31.91
1631204240250,31.91
1631204240500,31.91
1631204240750,31.91
1631204241000,31.89
1631204241250,31.89
1631204241500,31.89
1631204241750,31.89
1631204242000,31.89
1631204242250,31.89
1631204242500,31.89
1631204242750,31.89
1631204243000,31.89
1631204243250,31.89
1631204243500,31.89
1631204243750,31.89
1631204244000,31.89
1631204244250,31.89
1631204244500,31.89
1631204244750,31.89
1631204245000,31.89
1631204245250,31.89
1631204245500,31.89
1631204245750,31.89
1631204246000,31.87
1631204246250,31.87
1631204246500,31.87
1631204246750,31.87
1631204247000,31.87
1631204247250,31.87
1631204247500,31.87
1631204247750,31.87
1631204248000,31.87
1631204248250,31.87
1631204248500,31.87
1631204248750,31.87
1631204249000,31.89
1631204249250,31.89
1631204249500,31.89
1631204249750,31.89
1631204250000,31.85
1631204250250,31.85
1631204250500,31.85
1631204250750,31.85
1631204251000,31.85
1631204251250,31.85
1631204251500,31.85
1631204251750,31.85
1631204252000,31.89
1631204252250,31.89
1631204252500,31.89
1631204252750,31.89
1631204253000,31.87
1631204253250,31.87
1631204253500,31.87
1631204253750,31.87
1631204254000,31.87
1631204254250,31.87
1631204254500,31.87
1631204254750,31.87
1631204255000,31.87
1631204255250,31.87
1631204255500,31.87
1631204255750,31.87
1631204256000,31.87
1631204256250,31.87
1631204256500,31.87
1631204256750,31.87
1631204257000,31.85
1631204257250,31.85
1631204257500,31.85
1631204257750,31.85
1631204258000,31.87
1631204258250,31.87
1631204258500,31.87
1631204258750,31.87
1631204259000,31.89
1631204259250,31.89
1631204259500,31.89
1631204259750,31.89
1631204260000,31.89
1631204260250,31.89
1631204260500,31.89
1631204260750,31.89
1631204261000,31.87
1631204261250,31.87
1631204261500,31.87
1631204261750,31.87
1631204262000,31.87
1631204262250,31.87
1631204262500,31.87
1631204262750,31.87
1631204263000,31.87
1631204263250,31.87
1631204263500,31.87
1631204263750,31.87
1631204264000,31.85
